Zone,1,2,3
t1,37.434066106564195,30.483599999999996,0.1
t2,31.407233552595937,30.483599999999996,0.1
t3,31.407233552595937,30.483599999999996,0.09805374103793148
t4,36.792814211204444,36.34281663516067,0.09805374103793148
t5,36.792814211204444,36.34281663516067,0.09805374103793148
t6,37.434066106564195,36.34281663516067,0.09805374103793148
t7,37.434066106564195,36.34281663516067,0.1
t8,37.434066106564195,36.34281663516067,0.09805374103793148
t9,31.407233552595937,30.483599999999996,0.09805374103793148
t10,30.861048623390857,30.483599999999996,0.4430691647423576
t11,30.861048623390857,30.483599999999996,0.4430691647423576
t12,30.861048623390857,30.483599999999996,0.4430691647423576
t13,30.861048623390857,30.483599999999996,0.4430691647423576
t14,30.861048623390857,30.483599999999996,0.4430691647423576
t15,31.407233552595937,31.023104768975877,0.4430691647423576
t16,31.407233552595937,31.023104768975877,0.4430691647423576
t17,37.434066106564195,36.34281663516067,0.4430691647423576
t18,42.7804,36.34281663516067,0.09805374103793148
t19,102.68215623327781,30.483599999999996,0.1
t20,37.434066106564195,36.34281663516067,0.1
t21,37.434066106564195,36.34281663516067,0.09805374103793148
t22,37.434066106564195,36.34281663516067,0.1
t23,37.434066106564195,30.483599999999996,0.1
t24,37.434066106564195,36.34281663516067,0.1
t25,31.407233552595937,30.483599999999996,0.1
t26,31.407233552595937,30.483599999999996,0.1
t27,31.407233552595937,30.483599999999996,0.1
t28,31.407233552595937,30.483599999999996,0.1
t29,31.407233552595937,30.483599999999996,0.1
t30,37.434066106564195,30.483599999999996,0.1
t31,37.434066106564195,36.34281663516067,0.1
t32,37.434066106564195,36.34281663516067,0.1
t33,37.434066106564195,36.34281663516067,0.1
t34,31.407233552595937,30.483599999999996,0.1
t35,31.407233552595937,30.483599999999996,0.1
t36,31.407233552595937,30.483599999999996,0.1
t37,31.407233552595937,30.483599999999996,0.1
t38,31.407233552595937,30.483599999999996,0.09805374103793148
t39,31.407233552595937,30.483599999999996,0.09805374103793148
t40,37.434066106564195,30.483599999999996,0.1
t41,37.434066106564195,36.34281663516067,0.1
t42,154.34873704851182,30.483599999999996,0.1
t43,42.7804,30.483599999999996,0.1
t44,37.434066106564195,30.483599999999996,0.1
t45,37.434066106564195,30.483599999999996,0.1
t46,37.434066106564195,30.483599999999996,0.1
t47,37.434066106564195,30.483599999999996,0.1
t48,31.407233552595937,30.483599999999996,0.1
t49,31.407233552595937,30.483599999999996,0.1
t50,31.407233552595937,30.483599999999996,0.1
t51,31.407233552595937,30.483599999999996,0.1
t52,31.407233552595937,30.483599999999996,0.1
t53,31.407233552595937,31.023104768975877,0.1
t54,36.792814211204444,36.34281663516067,0.1
t55,37.434066106564195,36.34281663516067,0.1
t56,37.434066106564195,36.34281663516067,0.1
t57,37.434066106564195,30.483599999999996,0.1
t58,31.407233552595937,30.483599999999996,0.1
t59,0.10198489006280308,0.1,0.1
t60,0.10198489006280308,0.1,0.1
t61,0.10198489006280308,0.1,0.1
t62,0.10198489006280308,0.1,0.1
t63,0.10198489006280308,0.1,0.1
t64,30.861048623390857,30.483599999999996,0.09805374103793148
t65,31.407233552595937,30.483599999999996,0.09805374103793148
t66,37.434066106564195,36.34281663516067,0.1
t67,37.434066106564195,36.34281663516067,0.1
t68,37.434066106564195,36.34281663516067,0.1
t69,37.434066106564195,36.34281663516067,0.1
t70,37.434066106564195,30.483599999999996,0.1
t71,37.434066106564195,30.483599999999996,0.1
t72,31.407233552595937,30.483599999999996,0.1
t73,31.407233552595937,30.483599999999996,0.1
t74,31.407233552595937,30.483599999999996,0.1
t75,31.407233552595937,30.483599999999996,0.1
t76,31.407233552595937,30.483599999999996,0.1
t77,31.407233552595937,30.483599999999996,0.1
t78,31.407233552595937,30.483599999999996,0.1
t79,37.434066106564195,30.483599999999996,0.1
t80,37.434066106564195,30.483599999999996,0.1
t81,31.407233552595937,30.483599999999996,0.1
t82,30.861048623390857,30.483599999999996,0.1
t83,0.10198489006280308,0.1,0.1
t84,0.10198489006280308,0.1,0.1
t85,0.10198489006280308,0.1,0.1
t86,0.10198489006280308,0.1,0.1
t87,0.10198489006280308,0.1,0.1
t88,31.407233552595937,30.483599999999996,0.1
t89,36.792814211204444,36.34281663516067,0.1
t90,48.767985788795556,36.34281663516067,0.1
t91,100.77123548691425,36.34281663516067,0.1
t92,37.434066106564195,36.34281663516067,0.1
t93,37.434066106564195,36.34281663516067,0.1
t94,37.434066106564195,36.34281663516067,0.1
t95,37.434066106564195,36.34281663516067,0.4430691647423576
t96,36.792814211204444,36.34281663516067,0.1
t97,36.792814211204444,36.34281663516067,0.1
t98,36.792814211204444,36.34281663516067,0.09805374103793148
t99,36.792814211204444,36.34281663516067,0.1
t100,36.792814211204444,36.34281663516067,0.09805374103793148
t101,36.792814211204444,36.34281663516067,0.1
t102,36.792814211204444,36.34281663516067,0.09805374103793148
t103,37.434066106564195,36.97622564585037,0.1
t104,37.434066106564195,36.97622564585037,0.1
t105,37.434066106564195,36.34281663516067,0.1
t106,36.792814211204444,36.34281663516067,0.09805374103793148
t107,31.407233552595937,31.02310476897588,0.4430691647423576
t108,31.407233552595937,31.02310476897588,0.4430691647423576
t109,31.407233552595937,31.02310476897588,0.4430691647423576
t110,31.407233552595937,31.02310476897588,0.4430691647423576
t111,36.792814211204444,36.34281663516067,0.4430691647423576
t112,36.792814211204444,36.34281663516067,0.4430691647423576
t113,37.434066106564195,36.34281663516067,0.4430691647423576
t114,148.42499909458493,36.34281663516067,0.4430691647423576
t115,48.126733893435805,36.34281663516067,0.4430691647423576
t116,37.434066106564195,36.34281663516067,0.4430691647423576
t117,37.434066106564195,36.34281663516067,0.1
t118,37.434066106564195,36.34281663516067,0.09805374103793148
t119,37.434066106564195,36.34281663516067,0.09805374103793148
t120,36.792814211204444,36.34281663516067,0.1
t121,31.407233552595937,30.483599999999996,0.1
t122,31.407233552595937,30.483599999999996,0.1
t123,31.407233552595937,30.483599999999996,0.1
t124,31.407233552595937,30.483599999999996,0.1
t125,31.407233552595937,30.483599999999996,0.1
t126,31.407233552595937,30.483599999999996,0.1
t127,37.434066106564195,30.483599999999996,0.1
t128,37.434066106564195,36.34281663516067,0.1
