Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
Zone,1,2,3,1,2,2,3,1,2,3,0
AnnualSum,1.059500970498798e7,3.5019389860861017e6,914836.9665720195,1.8358780848521862e7,2.938595295306051e7,2.053861995295156e7,3.745390318591967e7,6.508116440123108e6,6.254517007745375e6,6.987635081982752e6,1.4049931112795094e8
t1,-0.0,-0.0,-0.0,-0.0,7323.711739515172,-0.0,5246.691072485813,154.51406573194183,0.0,0.0,12724.916877732927
t2,-0.0,-0.0,-0.0,-0.0,7174.008395735631,-0.0,8999.886170538592,0.0,0.0,0.0,16173.894566274223
t3,-0.0,-0.0,-0.0,-0.0,7550.0976367023,-0.0,9343.978194432342,0.0,0.0,0.0,16894.075831134644
t4,-0.0,-0.0,-0.0,-0.0,6619.9390186354385,-0.0,7197.966176204547,0.0,223.62302612188404,0.0,14041.52822096187
t5,-0.0,-0.0,-0.0,-0.0,5581.416942857406,-0.0,7575.1861459352185,1317.2516642763678,0.0,0.0,14473.854753068992
t6,-0.0,-0.0,-0.0,-0.0,6037.102250516493,-0.0,5217.390555351009,1161.3765620761194,0.0,0.0,12415.869367943622
t7,-0.0,-0.0,-0.0,-0.0,6695.330013106676,-0.0,5273.9708643009735,1032.1609047935144,0.0,0.0,13001.461782201164
t8,-0.0,-0.0,-0.0,-0.0,5873.740420422508,-0.0,5334.592623890218,2413.039623168503,0.0,0.0,13621.37266748123
t9,-0.0,-0.0,-0.0,2619.1111448011425,8003.053643540275,2974.146189770402,5414.411274016059,0.0,0.0,0.0,19010.722252127878
t10,-0.0,-0.0,-0.0,4914.295439969408,2254.0447701089543,5832.382342029824,3163.748942308587,0.0,0.0,2300.17010203869,18464.64159645546
t11,-0.0,-0.0,-0.0,6759.113037135086,145.29387971107874,7294.42940608879,1566.0335948553218,0.0,0.0,3917.0823400285494,19681.952257818826
t12,-0.0,-0.0,-0.0,6408.694028796175,387.8423880933112,8030.721576186954,903.4643184886622,0.0,0.0,4578.641253735388,20309.36356530049
t13,-0.0,-0.0,-0.0,6838.589513253189,926.6663192995211,7980.669514534485,648.9347429083836,0.0,0.0,4825.087928037101,21219.94801803268
