Zone,1,2,3
t1,3.1595344483242194,0.1027802887524783,0.1
t2,9.343903698899934,7.397350170642319,0.09999999999999996
t3,9.343903698899934,7.397350170642319,0.09999999999999996
t4,9.343903698899934,9.067001619378921,0.09999999999999996
t5,9.343903698899934,9.067001619378921,0.09999999999999996
t6,11.366804937263627,9.067001619378921,0.09999999999999996
t7,11.366804937263627,9.067001619378921,0.1
t8,11.366804937263627,9.067001619378921,0.09999999999999996
t9,9.343903698899934,7.397350170642319,0.09999999999999996
t10,7.488944327456117,7.397350170642319,0.4453686200378071
t11,7.488944327456117,7.397350170642319,0.4453686200378071
t12,7.488944327456117,7.397350170642319,0.4453686200378071
t13,7.488944327456117,7.397350170642319,0.4453686200378071
t14,7.488944327456117,7.397350170642319,0.4453686200378071
t15,9.179269438124651,9.067001619378921,0.4453686200378071
t16,9.343903698899934,9.067001619378921,0.4453686200378071
t17,11.366804937263627,9.067001619378921,0.4453686200378071
t18,42.7804,9.067001619378921,0.1
t19,203.1466499574425,7.397350170642319,0.1
t20,11.366804937263627,9.067001619378921,0.1
t21,11.366804937263627,9.067001619378921,0.09999999999999996
t22,11.366804937263627,9.067001619378921,0.1
t23,11.366804937263627,7.397350170642319,0.1
t24,11.366804937263627,9.067001619378921,0.1
t25,9.343903698899934,7.397350170642319,0.1
t26,9.343903698899934,7.397350170642319,0.1
t27,9.343903698899934,7.397350170642319,0.1
t28,9.343903698899934,7.397350170642319,0.1
t29,9.343903698899934,7.397350170642319,0.1
t30,11.366804937263627,7.397350170642319,0.1
t31,11.366804937263627,9.067001619378921,0.1
t32,11.366804937263627,9.067001619378921,0.1
t33,11.366804937263627,9.067001619378921,0.1
t34,9.343903698899934,7.397350170642319,0.1
t35,9.343903698899934,7.397350170642319,0.1
t36,9.343903698899934,7.397350170642319,0.1
t37,9.343903698899934,7.397350170642319,0.09999999999999996
t38,9.343903698899934,7.397350170642319,0.1
t39,9.343903698899934,7.397350170642319,0.1
t40,11.366804937263627,7.397350170642319,0.1
t41,11.366804937263627,9.067001619378921,0.1
t42,203.1466499574425,7.397350170642319,0.1
t43,42.7804,7.397350170642319,0.1
t44,11.366804937263627,7.397350170642319,0.1
t45,11.366804937263627,7.397350170642319,0.1
t46,11.366804937263627,7.397350170642319,0.1
t47,11.366804937263627,7.397350170642319,0.1
t48,9.343903698899934,7.397350170642319,0.1
t49,9.343903698899934,7.397350170642319,0.1
t50,9.343903698899934,7.397350170642319,0.1
t51,9.343903698899934,7.397350170642319,0.1
t52,9.343903698899934,7.397350170642319,0.1
t53,9.343903698899934,9.067001619378921,0.1
t54,9.343903698899934,9.067001619378921,0.1
