Line,1,2
t1,-5206.102201680659,-4000.0
t2,-5206.102201680659,-4000.0
t3,-5206.102201680659,-740.3265047966639
t4,-5206.102201680659,-4000.0
t5,-5206.102201680659,-1828.03354267092
t6,-5206.102201680659,-2312.876876184339
t7,-5206.102201680659,-3098.740342746748
t8,-5206.102201680659,-4000.0
t9,-5206.102201680659,-1464.58304546478
t10,-5206.102201680659,-473.2407399758035
t11,-2870.2556730266165,-0.0
t12,-3428.891038465559,-0.0
t13,-2758.6180977584363,80.31371971880688
t14,-3429.0323747716857,-0.0
t15,-5206.102201680659,-153.35850942208444
t16,-5206.102201680659,-0.0
t17,-5206.102201680659,-3947.9420846555736
t18,-5206.102201680659,-4000.0
t19,-5206.102201680659,-3963.17984423119
t20,-5206.102201680659,-4000.0
t21,-5206.102201680659,-4000.0
t22,-5206.102201680659,-4000.0
t23,-5206.102201680659,-4000.0
t24,-5206.102201680659,-595.9519190290043
t25,-5206.102201680659,-4000.0
t26,-5206.102201680659,-4000.0
t27,-5206.102201680659,-4000.0
t28,-5206.102201680659,-4000.0
t29,-5206.102201680659,-4000.0
t30,-5206.102201680659,-4000.0
t31,-5206.102201680659,-4000.0
t32,-5206.102201680659,-4000.0
t33,-5206.102201680659,-4000.0
t34,-5206.102201680659,-2815.3892881841175
t35,-5206.102201680659,-1608.6684291349054
t36,-5206.102201680659,-1825.1361279480645
t37,-5206.102201680659,-2562.9777384726967
t38,-5206.102201680659,-3911.691810177518
t39,-5206.102201680659,-0.0
t40,-5206.102201680659,-4000.0
t41,-5206.102201680659,-2752.951330608401
t42,-5206.102201680659,-4000.0
t43,-5206.102201680659,-3897.9601894193333
t44,-5206.102201680659,-4000.0
t45,-5206.102201680659,-4000.0
t46,-5206.102201680659,-4000.0
t47,-5206.102201680659,-4000.0
t48,-5206.102201680659,-4000.0
t49,-5206.102201680659,-4000.0
t50,-5206.102201680659,-4000.0
t51,-5206.102201680659,-0.0
t52,-5206.102201680659,-4000.0
t53,-5206.102201680659,-4000.0
t54,-5206.102201680659,-4000.0
t55,-5206.102201680659,-1263.2922802265575
t56,-5206.102201680659,-4000.0
t57,-5206.102201680659,-4000.0
t58,-5206.102201680659,-0.0
t59,-2866.4892321902626,-0.0
t60,-3800.1908583145014,2671.328278052134
t61,-4113.4596987196865,3543.20730512828
t62,-3768.8929865927457,3088.6170938304626
t63,-2102.7433171207194,-0.0
t64,-5206.102201680659,-0.0
t65,-5206.102201680659,-463.4259914249912
t66,-5206.102201680659,-3145.9267854398327
t67,-5206.102201680659,-4000.0
t68,-5206.102201680659,-4000.0
t69,-5206.102201680659,-4000.0
t70,-5206.102201680659,-4000.0
t71,-5206.102201680659,-4000.0
t72,-5206.102201680659,-0.0
t73,-5206.102201680659,-4000.0
t74,-5206.102201680659,-4000.0
t75,-5206.102201680659,-0.0
t76,-5206.102201680659,-4000.0
t77,-5206.102201680659,-4000.0
t78,-5206.102201680659,-0.0
t79,-5206.102201680659,-4000.0
t80,-5206.102201680659,-2218.384907261584
t81,-5206.102201680659,-0.0
t82,-5206.102201680659,-510.0241835612438
t83,-3829.5460041574793,-0.0
t84,-3046.832161988389,-0.0
t85,-3160.7464392300285,-0.0
t86,-5206.102201680659,-508.3391500559695
t87,-5039.638454458457,-0.0
t88,-5206.102201680659,-1421.6837601800405
t89,-4775.244567378526,-4000.0
t90,-5206.102201680659,-4000.0
t91,-5206.102201680659,-4000.0
t92,-1971.0539860340973,-4000.0
t93,-1547.12096559878,-4000.0
t94,-3815.213456225151,-4000.0
t95,-1511.5782049875809,-4000.0
t96,-1958.8544746546652,-4000.0
t97,-0.0,-4000.0
t98,-1098.7889224045946,-4000.0
t99,-0.0,-4000.0
t100,-0.0,-4000.0
t101,-1193.3351355952057,-4000.0
t102,-0.0,-4000.0
t103,-3333.3327567375204,-4000.0
t104,-1063.2070142145794,-4000.0
t105,-75.17411841511459,-4000.0
t106,-0.0,-4000.0
t107,1128.8498157001268,-3409.6509630670803
t108,1280.4916124062777,-4000.0
t109,-0.0,-3168.581871951792
t110,-0.0,-3036.0649825067835
t111,-356.24664955828575,-3014.896514342475
t112,-2251.582178965046,-2387.290001455884
t113,-5206.102201680659,-2386.1945430944197
t114,-5206.102201680659,-3324.4527653001855
t115,-5206.102201680659,-4000.0
t116,-2474.6570414631974,-4000.0
t117,-5044.687438730551,-4000.0
t118,-1285.204681968419,-4000.0
t119,-553.3882821615656,-4000.0
t120,-2487.8731787909182,-4000.0
t121,-3001.582696757115,-4000.0
t122,-2668.129385719262,-4000.0
t123,-2514.618867528055,-4000.0
t124,-2459.721066320604,-4000.0
t125,-2655.929874339829,-4000.0
t126,-3326.903000208677,-4000.0
t127,-4593.618931773203,-4000.0
t128,-4355.415045792551,-4000.0
t129,-4620.7544182952315,-4000.0
t130,-1709.284493070944,-4000.0
t131,-3269.9642093680964,-4000.0
t132,-2398.17872552904,-4000.0
t133,-2868.2034524553533,-4000.0
t134,-2579.157049380608,-4000.0
t135,-2508.340711467666,-4000.0
t136,-0.0,-4000.0
t137,-4836.7945070727055,-4000.0
t138,-5206.102201680659,-4000.0
t139,-5112.068288523785,-4000.0
t140,-5206.102201680659,-4000.0
t141,-5206.102201680659,-4000.0
t142,-5206.102201680659,-4000.0
t143,-5206.102201680658,-4000.0
t144,-5206.102201680659,-4000.0
t145,-5206.102201680659,-4000.0
t146,-5206.102201680659,-4000.0
t147,-5206.102201680659,-4000.0
t148,-5206.102201680659,-4000.0
t149,-5206.102201680659,-0.0
t150,-5206.102201680659,-4000.0
t151,-5206.102201680659,-4000.0
t152,-5206.102201680659,-453.0961842160755
t153,-5206.102201680659,-2295.8613791451808
t154,-4684.10204517057,-0.0
t155,-2601.570627794783,-0.0
t156,-3221.8287342999624,-0.0
t157,-4545.601275188885,2705.0798752343103
t158,-3542.996965671884,4000.0
t159,-3626.2705735821687,3240.3200674513373
t160,-3772.1994782800575,-0.0
t161,-5206.102201680659,-2191.812682911904
t162,-5206.102201680659,-2287.7719784564383
t163,-5206.102201680659,-4000.0
t164,-5206.102201680659,-4000.0
t165,-5206.102201680659,-4000.0
t166,-5206.102201680659,-1257.1698915917166
t167,-5206.102201680659,-4000.0
t168,-5206.102201680659,-4000.0
t169,-5206.102201680659,-4000.0
t170,-5206.102201680659,-1844.6456695530942
t171,-5206.102201680659,-4000.0
t172,-5206.102201680659,-0.0
t173,-5206.102201680659,-4000.0
t174,-5206.102201680659,-0.0
t175,-5206.102201680659,-4000.0
t176,-5206.102201680659,-21.605362280719802
t177,-5206.102201680659,-0.0
t178,-3013.019250688521,-0.0
t179,-928.2817052321572,-0.0
t180,-2314.9741837666143,2612.8334607648203
t181,-3243.9571725527153,4000.0
t182,-5181.645023994095,4000.0
t183,-3818.723150514235,3843.9521775913145
t184,-2883.970835011924,-0.0
t185,-5206.102201680659,-0.0
t186,-5206.102201680659,-4000.0
t187,-5206.102201680659,-4000.0
t188,-5206.102201680659,-4000.0
t189,-5206.102201680659,-4000.0
t190,-5206.102201680659,-4000.0
t191,-5206.102201680659,-1680.781577415154
t192,-5206.102201680659,-4000.0
t193,-5206.102201680659,-4000.0
t194,-5206.102201680659,-4000.0
t195,-5206.102201680659,-70.44689453858061
t196,-5206.102201680659,-4000.0
t197,-5206.102201680659,-4000.0
t198,-5206.102201680659,-4000.0
t199,-5206.102201680659,-4000.0
t200,-5206.102201680659,-4000.0
t201,-5206.102201680659,-0.0
t202,-4988.727873232457,-0.0
t203,-3093.1957913967663,-0.0
