Zone,1,2,3
t1,0.10198489006280591,0.10000000000000042,0.1
t2,0.10198489006280591,0.10000000000000042,0.1
t3,0.10198489006280552,0.10000000000000042,0.1000000000000024
t4,0.10198489006280591,0.10000000000000042,0.09999999999999999
t5,0.10198489006280552,0.10000000000000042,0.1000000000000024
t6,0.10198489006280591,0.1,0.10000000000000278
t7,0.10198489006280552,0.10000000000000042,0.1000000000000024
t8,0.10198489006280591,0.10000000000000042,0.1
t9,0.10198489006280591,0.09999999999999977,0.10000000000000278
t10,0.10198489006280317,0.09999999999999977,0.1000000000000001
t11,0.10123820225757753,0.10000000000000016,0.0999999999999988
t12,0.10123820225757753,0.10000000000000016,0.0999999999999988
t13,0.09805374103793149,0.09685448659830627,0.10000000000000005
t14,0.10123820225757753,0.10000000000000016,0.0999999999999988
t15,0.10198489006280317,0.09999999999999977,0.1000000000000001
t16,0.10198489006280591,0.1,0.09999999999999988
t17,0.10198489006280309,0.10000000000000021,0.1
t18,0.10198489006280591,0.09999999999999999,0.09999999999999999
t19,0.10198489006280312,0.09999999999999999,0.10000000000000005
t20,0.10198489006280591,0.10000000000000042,0.1
t21,0.10198489006280591,0.09999999999999999,0.1
t22,0.10198489006280591,0.09999999999999999,0.1
t23,0.10198489006280591,0.09999999999999999,0.1
t24,0.10198489006280309,0.09999999999999999,0.1
t25,0.10198489006280591,0.10000000000000042,0.1
t26,0.10198489006280591,0.10000000000000042,0.1
t27,0.10198489006280591,0.10000000000000042,0.1
t28,0.10198489006280591,0.10000000000000042,0.1
t29,0.10198489006280591,0.10000000000000042,0.1
t30,0.10198489006280591,0.10000000000000042,0.1
t31,0.10198489006280591,0.10000000000000042,0.1
t32,0.10198489006280591,0.10000000000000042,0.1
t33,0.10198489006280591,0.09999999999999977,0.1
t34,0.10198489006280309,0.10000000000000021,0.1
t35,0.10198489006280312,0.09999999999999977,0.10000000000000005
t36,0.10198489006280317,0.10000000000000021,0.1000000000000001
t37,0.10198489006280309,0.09999999999999977,0.1
t38,0.10198489006280309,0.09999999999999977,0.1
t39,0.10198489006280591,0.09999999999999977,0.1
t40,0.10198489006280591,0.09999999999999977,0.1
t41,0.10198489006280309,0.09999999999999977,0.1
t42,137.57141935476534,0.10000000000000042,0.1
t43,0.10198489006280309,0.10000000000000042,0.1
t44,0.10198489006280315,0.10000000000000042,0.1
t45,0.10198489006280591,0.1,0.1
t46,0.10198489006280315,0.10000000000000042,0.1
t47,0.10198489006280315,0.10000000000000042,0.1
t48,0.10198489006280315,0.10000000000000042,0.1
t49,0.10198489006280335,0.10000000000000042,0.1
t50,0.10198489006280335,0.10000000000000042,0.1
t51,0.10198489006280335,0.10000000000000042,0.1
t52,0.10198489006280335,0.09999999999999999,0.1
t53,0.10198489006280335,0.09999999999999999,0.1
t54,0.10198489006280335,0.09999999999999999,0.1
t55,0.10198489006280309,0.10000000000000042,0.1
t56,0.10198489006280591,0.1,0.1
t57,0.10198489006280591,0.09999999999999977,0.1
t58,0.10198489006280591,0.1,0.09999999999999967
t59,0.10123820225757738,0.1,0.1
t60,0.09805374103793149,0.09685448659830627,0.10000000000000005
t61,0.09805374103793149,0.09685448659830627,0.10000000000000005
t62,0.09805374103793149,0.09685448659830627,0.10000000000000005
t63,0.10123820225757753,0.10000000000000016,0.1
t64,0.10198489006280591,0.09999999999999977,0.0999999999999988
t65,0.10198489006280309,0.09999999999999977,0.1
t66,0.10198489006280309,0.10000000000000042,0.1
t67,0.10198489006280335,0.10000000000000042,0.1
t68,0.10198489006280335,0.10000000000000042,0.1
t69,0.10198489006280591,0.1,0.1
t70,0.10198489006280315,0.10000000000000042,0.1
t71,0.10198489006280315,0.10000000000000042,0.1
t72,0.10198489006280315,0.10000000000000042,0.1
t73,0.10198489006280315,0.10000000000000042,0.1
t74,0.10198489006280315,0.10000000000000042,0.09999999999999988
t75,0.10198489006280591,0.1,0.09999999999999967
t76,0.10198489006280315,0.10000000000000042,0.1
t77,0.10198489006280335,0.10000000000000042,0.1
t78,0.10198489006280315,0.10000000000000042,0.1
t79,0.10198489006280335,0.10000000000000042,0.1
t80,0.10198489006280309,0.1,0.1
t81,0.10198489006280591,0.10000000000000021,0.1
t82,0.1019848900628044,0.09999999999999977,0.10000000000000128
t83,0.10123820225757738,0.1,0.09999999999999967
t84,0.10123820225757753,0.10000000000000016,0.1
t85,0.10123820225757738,0.1,0.09999999999999967
t86,0.10198489006280309,0.1,0.1
t87,0.10123820225757738,0.1,0.09999999999999967
t88,0.10198489006280317,0.09999999999999977,0.1000000000000001
t89,0.10198489006280362,0.10073755537788635,0.1
t90,192.3300062693444,189.97769812230055,0.1
t91,192.3300062693444,189.97769812230055,0.1
t92,192.3300062693444,189.97769812230052,0.1
t93,192.3300062693444,189.97769812230052,0.1
t94,192.3300062693444,189.97769812230052,0.1
t95,192.3300062693444,189.97769812230052,0.09999999999999999
t96,192.3300062693444,189.97769812230052,0.1
t97,192.3300062693444,189.97769812230055,0.1
t98,192.3300062693444,189.97769812230052,0.09999999999999988
t99,192.3300062693444,189.97769812230055,0.09999999999999988
t100,192.3300062693444,189.97769812230055,0.09999999999999988
t101,192.3300062693444,189.97769812230052,0.09999999999999988
t102,192.3300062693444,189.97769812230055,0.1
t103,192.3300062693444,189.97769812230052,0.09999999999999988
