Region,Resource,Zone,Cluster,AnnualSum
MA,MA_natural_gas_combined_cycle,1,1,3.010358038684817e8
CT,CT_natural_gas_combined_cycle,2,1,1.3214020516934009e8
ME,ME_natural_gas_combined_cycle,3,1,3.74280258089393e6
MA,MA_solar_pv,1,1,2.265621295043384e8
CT,CT_onshore_wind,2,1,2.8828767062129235e8
CT,CT_solar_pv,2,1,2.40777924494092e8
ME,ME_onshore_wind,3,1,3.7067073242383575e8
MA,MA_battery,1,0,1.3425056097345227e8
CT,CT_battery,2,0,1.57015026057283e8
ME,ME_battery,3,0,1.2925565384939604e8
