Region,Resource,Zone,Cluster,AnnualSum
MA,MA_natural_gas_combined_cycle,1,1,0.0
CT,CT_natural_gas_combined_cycle,2,1,0.0
ME,ME_natural_gas_combined_cycle,3,1,0.0
MA,MA_solar_pv,1,1,0.0
CT,CT_onshore_wind,2,1,0.0
CT,CT_solar_pv,2,1,0.0
ME,ME_onshore_wind,3,1,0.0
MA,MA_battery,1,0,9.119505154164718e7
CT,CT_battery,2,0,1.0313644340801801e8
ME,ME_battery,3,0,7.354195499798849e7
