Region,Resource,Zone,Cluster,AnnualSum
MA,MA_natural_gas_combined_cycle,1,1,3.806808072171752e8
CT,CT_natural_gas_combined_cycle,2,1,1.5932617949083742e8
ME,ME_natural_gas_combined_cycle,3,1,1.3931068941438897e7
MA,MA_solar_pv,1,1,2.4787911846531668e8
CT,CT_onshore_wind,2,1,3.1711024239686495e8
CT,CT_solar_pv,2,1,2.6506651693516418e8
ME,ME_onshore_wind,3,1,3.998424829641408e8
MA,MA_battery,1,0,1.7697907789465344e8
CT,CT_battery,2,0,2.4973979234269324e8
ME,ME_battery,3,0,1.5120999686633274e8
