Line,1,2
t1,-4792.225566172894,-4000.0
t2,-4724.936248083478,-4000.0
t3,-4937.846125208396,-4000.0
t4,-4341.017621632972,-4000.0
t5,-4204.251260345812,-4000.0
t6,-4624.763486816156,-4000.0
t7,-4111.035148884952,-4000.0
t8,-4937.846125208396,-4000.0
t9,-4937.846125208396,-4000.0
t10,-4388.860287251487,-4000.0
t11,-2675.5005271205446,-4000.0
t12,-3026.0766014729966,-4000.0
t13,-2530.129595507959,-4000.0
t14,-2974.0707913688348,-4000.0
t15,-2682.082925118435,-4000.0
t16,-3755.623021467,-4000.0
t17,-4937.846125208396,-4000.0
t18,-4937.846125208396,-4000.0
t19,-4937.846125208396,-4000.0
t20,-4937.846125208396,-4000.0
t21,-4073.5280465121014,-4000.0
t22,-4937.846125208396,-4000.0
t23,-4937.846125208396,-4000.0
t24,-4751.543554238429,-4000.0
t25,-4937.846125208396,-4000.0
t26,-4937.846125208396,-4000.0
t27,-4937.846125208396,-4000.0
t28,-4937.846125208396,-4000.0
t29,-4937.846125208396,-4000.0
t30,-4937.846125208396,-4000.0
t31,-4937.846125208396,-4000.0
t32,-3948.7603611124046,-4000.0
t33,-4937.846125208396,-4000.0
t34,-4937.846125208396,-4000.0
t35,-4937.846125208396,-4000.0
t36,-4937.846125208396,-4000.0
t37,-4937.846125208396,-4000.0
t38,-4937.846125208396,-4000.0
t39,-4937.846125208396,-4000.0
t40,-4937.846125208396,-4000.0
t41,-4937.846125208396,-4000.0
t42,-4937.846125208396,-4000.0
t43,-4937.846125208396,-4000.0
t44,-4937.846125208396,-4000.0
t45,-4937.846125208396,-4000.0
t46,-4937.846125208396,-4000.0
t47,-4937.846125208396,-4000.0
t48,-4937.846125208396,-4000.0
t49,-4937.846125208396,-4000.0
t50,-4937.846125208396,-4000.0
t51,-4937.846125208396,-4000.0
t52,-4937.846125208396,-4000.0
t53,-3879.9476848033914,-4000.0
t54,-4058.2779474610743,-4000.0
t55,-4937.846125208396,-4000.0
t56,-3241.4080801770187,-4000.0
t57,-4937.846125208396,-4000.0
t58,-4775.374886446561,-4000.0
t59,-4937.846125208396,-1594.3215499350151
t60,-4937.846125208396,-454.94649145005894
t61,-4937.846125208396,-50.78622788443523
t62,-4788.178109479279,-247.08545827218387
t63,-4937.846125208396,-987.0448684789443
t64,-3989.334041900981,-4000.0
t65,-4937.846125208396,-4000.0
t66,-4937.846125208396,-4000.0
t67,-4937.846125208396,-4000.0
t68,-4094.6580577491477,-4000.0
t69,-4937.846125208396,-4000.0
t70,-4937.846125208396,-4000.0
t71,-4937.846125208396,-4000.0
t72,-4937.846125208396,-4000.0
t73,-4937.846125208396,-4000.0
t74,-4937.846125208396,-4000.0
t75,-4937.846125208396,-4000.0
t76,-4937.846125208396,-4000.0
t77,-4937.846125208396,-4000.0
t78,-4937.846125208396,-4000.0
t79,-4937.846125208396,-4000.0
t80,-4937.846125208396,-4000.0
t81,-4937.846125208396,-4000.0
t82,-4432.0843510724935,-4000.0
t83,-4937.846125208396,-2320.0396962641653
t84,-4937.846125208396,-1816.044877152103
t85,-4937.846125208396,-1849.6526881988027
t86,-4937.846125208396,-3439.75040628518
t87,-4937.846125208396,-2971.5471565571092
t88,-4902.760828849087,-4000.0
t89,-4407.040634220721,-4000.0
t90,-4937.846125208396,-4000.0
t91,-4937.846125208396,-4000.0
t92,-4937.846125208396,-4000.0
t93,-4937.846125208396,-4000.0
t94,-4937.846125208396,-4000.0
t95,-2401.2385857516338,-4000.0
t96,-4451.698632874639,-4000.0
t97,-3888.231666553423,-4000.0
t98,-843.6211854544035,-4000.0
t99,-3455.9546878386886,-4000.0
t100,-3449.917541770961,-4000.0
t101,-3656.4643618705477,-4000.0
t102,-1458.0942360882227,-4000.0
t103,-3905.869539084114,-4000.0
t104,-3567.6262583434946,-4000.0
t105,-4937.846125208396,-4000.0
t106,-2007.0644033472274,-4000.0
t107,-2597.5313468808185,-4000.0
t108,-2283.902561872985,-4000.0
t109,-1880.987661817961,-4000.0
t110,-1149.8567268629063,-4000.0
t111,-2508.0097736159937,-4000.0
t112,-4025.7205051474552,-4000.0
t113,-3208.7460041661207,-4000.0
t114,-4937.846125208396,-4000.0
t115,-4937.846125208396,-4000.0
t116,-4937.846125208396,-4000.0
t117,-4937.846125208396,-4000.0
t118,-4937.846125208396,-4000.0
t119,-2402.244776762921,-4000.0
t120,-4462.766733998806,-4000.0
t121,-4937.846125208396,-4000.0
t122,-4937.846125208396,-4000.0
